OID_,Join_Count,TARGET_FID,ADDEDBY,ADDTOGIS,ARMLENGTH1_DESC,ARMLENGTH2_DESC,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,CCT_DESC,CONDITION_DESC,CROSSSTREET,FACILITYID,FEEDMANHOLE_DESC,FIXTURESTYLE_DESC,GLOBALID,HOUSENO,INOPERATION,ISMETERED_DESC,ISMODIFIED_DESC,LASTMODIFIED,LASTPAINTED,LEDINOPERATION,LIGHTHISTORY,LIGHTMANUFACTURER_DESC,LIGHTTYPE_DESC,NUMBERLIGHTS,NUMBERARMS_DESC,OTHEREQUIPMENT,OWNER_DESC,PEPCOLIGHTID,POLECOLOR_DESC,POLECOMPOSITION_DESC,POLEHEIGHT_DESC,POLETYPE_DESC,POWERFEED_DESC,PROXIMITY_DESC,QUADRANT_DESC,RMS_DESC,ROADCLASSIFICATION_DESC,SHIELD_DESC,STREETLIGHTID,STREETNAME,STREETSEGMID,TBASETYPE_DESC,TRAFFICCOMBO,WARD,WATTAGE1,WATTAGE2,WHATMODIFIED,WHYINACTIVE,SUBBLOCKKEY,XCOORD,YCOORD,GIS_ID,CREATOR,CREATED,EDITOR,EDITED,geoName,customGeo,centrLat,centrLon,sqmi,destin,dest_sqmi
1185,1,12648546,Osmose,4/22/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,2ND ST,60206,,Posttop,,100,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,60206,E ST,11332,N/A,NO,6,400,N/A,N/A,N/A,bfda131ba019c86b4f7dc4ff17bb50dd,-77.012924670000004,38.896049689999998,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1187,1,12648548,Osmose,4/19/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,H ST,60016,,Cobrahead Semi Cutoff,,0,,Not Metered,NO,,,,7/29/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SW Corner,NW,Not Controlled,Principal Arterial,None,60016,NORTH CAPITOL ST,11407,Non-Breakaway,YES,6,250,N/A,N/A,N/A,0357cf222e40b7897ea43d00199a1f06,-77.009190259999997,38.900058760000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1188,1,12648549,Osmose,4/22/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,Good Condition,2ND ST,60791,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,YES,DDOT,N/A,Black,Steel,30 ft,PP,Underground,SW Corner,NW,Not Controlled,Minor Arterial,None,60791,E ST,2107,Non-Breakaway,YES,6,400,N/A,N/A,N/A,6318b38c1bcd94b00326c20f3de496a2,-77.013777709999999,38.896022559999999,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1191,1,12648552,Osmose,4/30/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,Need Inspection in 2 years,H ST,60763,,Posttop,,700,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,Gray,Cast Iron,18 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,60763,NEW JERSEY AVE,10591,N/A,NO,6,250,N/A,N/A,N/A,c6cc54da75b57f9cd40720c623c8d986,-77.012810040000005,38.899617010000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1207,1,12648568,Osmose,4/23/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,Good Condition,MASSACHUSETTS AVE,60381,,Cobrahead Semi Cutoff,,45,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,Center Island,NW,Not Controlled,Local,None,60381,G ST,2440,Non-Breakaway,NO,6,400,N/A,N/A,N/A,7647c72f69a17a872f7a33fcdd71a1df,-77.011726260000003,38.898815380000002,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1261,1,12648623,Osmose,4/21/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,4TH ST,60151,,Posttop,,400,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Block,NW,Not Controlled,Collector,None,60151,INDIANA AVE,12329,N/A,NO,6,400,400,N/A,N/A,7ce01fda4f7862dedace7afd5d4861de,-77.016878309999996,38.894706929999998,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1262,1,12648624,Osmose,4/22/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,1ST ST,60219,,Posttop,,100,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,60219,E ST,11332,N/A,NO,6,400,N/A,N/A,N/A,bfda131ba019c86b4f7dc4ff17bb50dd,-77.012624990000006,38.896211870000002,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1285,1,12648647,Osmose,5/1/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,Good Condition,G ST,60915,,Posttop,,0,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,Gray,Cast Iron,20 ft,TW20,Underground,Center Island,NW,Not Controlled,Principal Arterial,None,60915,MASSACHUSETTS AVE,3032,N/A,NO,6,400,400,N/A,N/A,da319a5ebf10a042607eeee406704359,-77.011829960000000,38.898500079999998,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1294,1,12648656,Osmose,5/1/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,Good Condition,NEW JERSEY AVE,60913,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,YES,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SE Corner,NW,Not Controlled,Principal Arterial,None,60913,MASSACHUSETTS AVE,7402,Non-Breakaway,YES,6,400,N/A,N/A,N/A,de0139c53924d7ff09e4c6bbaeb29425,-77.012187350000005,38.898635169999999,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1295,1,12648657,Osmose,5/1/2007 0:00:00,8,N/A,Decorated Wrap,Active,1,3000,Good Condition,2ND ST,6U077,DDOT,Teardrop,,0,,Not Metered,YES,4/29/2021 0:00:00,4/29/2021 0:00:00,4/29/2021 0:00:00,"7/25/2016 Correct asset location. 6/7/2013 400H to 250H. PP replaced with arm, fixture.",King Luminaire,LED-Light Emitting Diode,1,1,NO,DDOT,N/A,Black,Steel,28 ft,PP,Underground,SW Corner,NW,Not Controlled,Principal Arterial,None,6U077,MASSACHUSETTS AVE,12918,Non-Breakaway,YES,6,200,N/A,"250H to 200L. PP 60907 replaced with arm, relocate",N/A,0d4ff2e3d29816e7051248bb2ac1a147,-77.013824439999993,38.899220530000001,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1296,1,12648658,Osmose,5/1/2007 0:00:00,8,N/A,Decorated Wrap,Active,1,3000,Good Condition,2ND ST,6U078,DDOT,Teardrop,,0,,Not Metered,YES,4/29/2021 0:00:00,4/29/2021 0:00:00,4/29/2021 0:00:00,"7/25/2016 Correct asset location. 6/7/2013 PP replaced with arm, fixture, relocated.",King Luminaire,LED-Light Emitting Diode,1,1,YES,DDOT,N/A,Black,Steel,28 ft,PP,Underground,NW Corner,NW,Not Controlled,Principal Arterial,None,6U078,MASSACHUSETTS AVE,12918,Non-Breakaway,YES,6,200,N/A,"250H to 200L. PP 60897 replaced with arm, relocate",N/A,0d4ff2e3d29816e7051248bb2ac1a147,-77.013812959999996,38.899499790000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1297,1,12648659,Osmose,5/1/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,2ND ST,60896,,Posttop,,111,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Principal Arterial,None,60896,MASSACHUSETTS AVE,5498,N/A,NO,6,400,400,N/A,N/A,ed1d60aa21303566081754103f1688c5,-77.013317220000005,38.899310669999998,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1298,1,12648660,Osmose,5/1/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,Good Condition,NEW JERSEY AVE,60894,,Posttop,,111,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,Gray,Cast Iron,20 ft,TW20,Underground,Opposite,NW,Not Controlled,Principal Arterial,None,60894,MASSACHUSETTS AVE,5498,N/A,NO,6,400,400,N/A,N/A,ed1d60aa21303566081754103f1688c5,-77.012809950000005,38.899130560000003,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1299,1,12648661,Osmose,5/1/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,Good Condition,G ST,60892,,Posttop,,0,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,Gray,Cast Iron,20 ft,TW20,Underground,NW Corner,NW,Not Controlled,Principal Arterial,None,60892,MASSACHUSETTS AVE,7402,N/A,NO,6,400,400,N/A,N/A,de0139c53924d7ff09e4c6bbaeb29425,-77.011945290000000,38.898770319999997,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1300,1,12648662,Osmose,5/1/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,G ST,60890,,Posttop,,0,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,NW Corner,NW,Not Controlled,Principal Arterial,None,60890,MASSACHUSETTS AVE,3032,N/A,NO,6,400,400,N/A,N/A,da319a5ebf10a042607eeee406704359,-77.011495670000002,38.898581190000002,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1346,1,12648708,Osmose,4/22/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,4TH ST,60231,,Posttop,,410,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Opposite,NW,Not Controlled,Minor Arterial,None,60231,E ST,10275,N/A,NO,6,250,N/A,N/A,N/A,0bd27ed4272944f686dc36583770d6d2,-77.016936299999998,38.896211319999999,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1347,1,12648709,Osmose,4/26/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,F ST,60697,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SW Corner,NW,Not Controlled,Collector,None,60697,3RD ST,4620,Non-Breakaway,NO,6,400,N/A,N/A,N/A,17f0f8069e152e8f0d7fcefc205b1219,-77.015288069999997,38.897211480000003,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1349,1,12648711,Osmose,4/26/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,4TH ST,60630,,Posttop,,401,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,East Side,NW,Not Controlled,Collector,None,60630,F ST,3961,N/A,NO,6,250,N/A,N/A,N/A,e42e4454f674aabac68ecc943ea8c2a4,-77.016602280000001,38.897409480000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1422,1,12648786,Osmose,4/26/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,D ST,60711,,Cobrahead Cutoff,,400,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,Block,NW,Not Controlled,Collector,None,60711,3RD ST,5971,Non-Breakaway,NO,6,400,N/A,N/A,N/A,0dd83a90f4a7a697f71ed66a5cb86d50,-77.015068650000003,38.895328759999998,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1441,1,12648806,Osmose,7/6/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,60251,,Posttop,,300,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,60251,9TH ST,6014,N/A,NO,2,400,N/A,N/A,N/A,4dbe4f7170bd8897e80c0bab6f4e5a2d,-77.023875360000005,38.894588599999999,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
1442,1,12648807,Osmose,7/6/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,60248,,Posttop,,401,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Composite,14 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,60248,9TH ST,6812,N/A,NO,2,150,N/A,N/A,N/A,7ca2d5ab764d089fb592cda11165f154,-77.023875509999996,38.895021010000001,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
1443,1,12648808,Osmose,7/6/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,6TH ST,60238,,Posttop,,525,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,60238,E ST,7200,N/A,NO,2,400,N/A,N/A,N/A,562bcea8688f0ecd1f2e4ba9235fa676,-77.019553070000001,38.896219920000000,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
1473,1,12648839,Osmose,4/25/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,5TH ST,60614,,Posttop,,441,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Collector,None,60614,G ST,11475,N/A,NO,6,400,400,N/A,N/A,7b856d4d27eacbc7f8100f14f63cfe32,-77.018320189999997,38.898445189999997,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1474,1,12648840,Osmose,4/30/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,MASSACHUSETTS AVE,60781,,Cobrahead Cutoff,,600,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,Block,NW,Not Controlled,Local,None,60781,2ND ST,14366,Non-Breakaway,NO,6,400,N/A,N/A,N/A,ec5c9e6501245208cccd684c1f86b734,-77.013582209999996,38.898508890000002,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1475,1,12648841,Osmose,4/26/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,C ST,60714,,Posttop,,200,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Block,NW,Not Controlled,Collector,None,60714,3RD ST,2698,N/A,NO,6,400,400,N/A,N/A,5612e0232e9736d1e3657da01dc95cea,-77.015114249999996,38.892950540000001,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1513,1,12648881,Osmose,7/10/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,5TH ST,60236,,Posttop,,525,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,60236,E ST,7200,N/A,NO,2,400,N/A,N/A,N/A,562bcea8688f0ecd1f2e4ba9235fa676,-77.019334040000004,38.896219960000003,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
1563,1,12648933,Osmose,4/22/2007 0:00:00,N/A,N/A,N/A,Active,1,3000,Good Condition,5TH ST,2L104,DDOT,Posttop,,444,,Not Metered,YES,11/2/2018 0:00:00,11/2/2018 0:00:00,11/2/2018 0:00:00,7/22/2016 Correct asset location. 3/12/2009  400H to 250H. Pole 60194 replaced.,King Luminaire,LED-Light Emitting Diode,2,N/A,NO,DDOT,N/A,Black,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Minor Arterial,None,2L104,E ST,10275,N/A,NO,6,100,100,250H to 110L. Relocated.,N/A,0bd27ed4272944f686dc36583770d6d2,-77.017224470000002,38.896103179999997,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1729,1,12649108,Osmose,4/30/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,NEW JERSEY AVE,60207,,Posttop,,1,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,18 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,60207,E ST,4398,N/A,NO,6,250,N/A,N/A,N/A,d7376f3aebe5ca04964cdd831ff4dfde,-77.011841079999996,38.896049800000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1883,1,12649265,Osmose,7/23/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,M ST,24770,,Cobrahead Cutoff,,1134,,Not Metered,NO,,,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,24770,19TH ST,579,None,NO,2,100,N/A,N/A,N/A,492cd9dc57c7d7a946edf34e22324f24,-77.043996840000005,38.904798239999998,,,,,,Farragut Square / 19th Street,Farragut Square / 19th Street,38.902900000000002,-77.041799999999995,0.268500000000000,33429,124508.526199999992969
1891,1,12649273,Osmose,6/21/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,N ST,24379,,Cobrahead Cutoff,,1327,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Rear,NW,Not Controlled,Local,None,24379,21ST ST,6254,None,NO,2,100,N/A,N/A,N/A,c7be661a52ce3c793284c94a513ae4ae,-77.045889709999997,38.908094570000003,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
1920,1,12649302,Osmose,7/10/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,G ST,60887,,Posttop,,25,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Principal Arterial,None,60887,MASSACHUSETTS AVE,261,N/A,NO,6,400,400,N/A,N/A,705f0a64a0712f4ea0f00b8b47038aae,-77.010827000000006,38.898301990000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1921,1,12649303,Osmose,7/10/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,NORTH CAPITOL ST,60884,,Posttop,,25,,Not Metered,NO,,,,7/27/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Principal Arterial,None,60884,MASSACHUSETTS AVE,261,N/A,NO,6,400,400,N/A,N/A,705f0a64a0712f4ea0f00b8b47038aae,-77.010192930000002,38.898040799999997,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
1961,1,12649344,Osmose,7/12/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,6TH ST,23259,,Cobrahead Semi Cutoff,,621,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,23259,H ST,6734,None,NO,2,150,N/A,N/A,N/A,ad7c8b75d81812a4f89e801264347e4e,-77.020891390000003,38.900066260000003,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
1962,1,12649345,Osmose,7/12/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,6TH ST,23257,,Cobrahead Semi Cutoff,,616,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Rear,NW,Not Controlled,Local,None,23257,I ST,8444,None,NO,2,150,N/A,N/A,N/A,d590546a4c3e731c6f19bb0203786ee0,-77.020637859999994,38.900381600000003,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
2030,1,12649413,Osmose,7/12/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,6TH ST,23261,,Cobrahead Semi Cutoff,,620,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,23261,I ST,8444,None,NO,2,150,N/A,N/A,N/A,4d1a26807568b292e07d425aae18fb82,-77.020903079999997,38.900624780000001,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
2126,1,12649509,Osmose,7/23/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,22ND ST,24728,,Incandescent Fixture,,2141,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,INC-Incandescent,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Rear,NW,Not Controlled,Local,None,24728,K ST,8560,None,NO,2,189,N/A,N/A,N/A,b7e457587eb1558cc14426c8c23dcb26,-77.048088500000006,38.903130079999997,,,,,,Farragut Square / 19th Street,Farragut Square / 19th Street,38.902900000000002,-77.041799999999995,0.268500000000000,33429,124508.526199999992969
2133,1,12649516,Osmose,7/20/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,22ND ST,28513,,Incandescent Fixture,,2134,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,INC-Incandescent,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,28513,G ST,5564,None,NO,2,189,N/A,N/A,N/A,0f1babbaaa1cbeaf47cd564835a69b0f,-77.047670060000002,38.898040530000003,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
2335,1,12649720,Osmose,7/21/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,18TH ST,24747,,Cobrahead Cutoff,,1813,,Not Metered,NO,,,,7/11/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,24747,M ST,7809,None,NO,2,100,N/A,N/A,N/A,c69446cb3dc4136c47f29991fdd1516d,-77.042279679999993,38.905906899999998,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
2393,1,12649778,Osmose,6/25/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,22ND ST,24504,,Cobrahead Cutoff,,2145,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,24504,NEWPORT PL,10227,None,NO,2,70,N/A,N/A,N/A,28c14bd273910202353f12d92823eeb7,-77.048287810000005,38.908039549999998,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
2713,1,12650104,Osmose,7/3/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,H ST,61113,,Incandescent Fixture,,768,,Not Metered,NO,,,,7/25/2016 Correct asset location.,General Electric,INC-Incandescent,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,Opposite,NW,Not Controlled,Collector,None,61113,1ST ST,869,Non-Breakaway,NO,6,189,N/A,N/A,N/A,d642cd1cec2aecbe987e118f5511b11e,-77.012233679999994,38.899869310000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
