OID_,Join_Count,TARGET_FID,ADDEDBY,ADDTOGIS,ARMLENGTH1_DESC,ARMLENGTH2_DESC,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,CCT_DESC,CONDITION_DESC,CROSSSTREET,FACILITYID,FEEDMANHOLE_DESC,FIXTURESTYLE_DESC,GLOBALID,HOUSENO,INOPERATION,ISMETERED_DESC,ISMODIFIED_DESC,LASTMODIFIED,LASTPAINTED,LEDINOPERATION,LIGHTHISTORY,LIGHTMANUFACTURER_DESC,LIGHTTYPE_DESC,NUMBERLIGHTS,NUMBERARMS_DESC,OTHEREQUIPMENT,OWNER_DESC,PEPCOLIGHTID,POLECOLOR_DESC,POLECOMPOSITION_DESC,POLEHEIGHT_DESC,POLETYPE_DESC,POWERFEED_DESC,PROXIMITY_DESC,QUADRANT_DESC,RMS_DESC,ROADCLASSIFICATION_DESC,SHIELD_DESC,STREETLIGHTID,STREETNAME,STREETSEGMID,TBASETYPE_DESC,TRAFFICCOMBO,WARD,WATTAGE1,WATTAGE2,WHATMODIFIED,WHYINACTIVE,SUBBLOCKKEY,XCOORD,YCOORD,GIS_ID,CREATOR,CREATED,EDITOR,EDITED,geoName,customGeo,centrLat,centrLon,sqmi,destin,dest_sqmi
38828,1,12686446,Osmose,6/27/2007 0:00:00,8,N/A,Simple Pendant,Active,1,3000,Good Condition,L ST,23827,DDOT,Teardrop,,0,,Not Metered,YES,2/19/2019 0:00:00,2/19/2019 0:00:00,2/19/2019 0:00:00,7/5/2016 Correct asset location.,King Luminaire,LED-Light Emitting Diode,1,1,NO,DDOT,N/A,Black,Steel,30 ft,PP,Underground,SW Corner,NW,Not Controlled,Minor Arterial,None,23827,20TH ST,10190,Non-Breakaway,YES,2,200,N/A,400H to 200L. Cobrahead replaced by teardrop.,N/A,857647f64a072d306894685ee8b4501b,-77.044987610000007,38.903653800000001,,,,,,Farragut Square / 19th Street,Farragut Square / 19th Street,38.902900000000002,-77.041799999999995,0.268500000000000,33429,124508.526199999992969
38829,1,12686447,Osmose,6/27/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,23RD ST,24590,,Posttop,,2275,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,24590,L ST,9738,N/A,NO,2,250,N/A,N/A,N/A,b52efac18b9ade7a273367f80ec8e654,-77.049737570000005,38.903805020000000,,,,,,West End,West End,38.905099999999997,-77.050700000000006,0.080900000000000,13266,163906.759799999999814
38830,1,12686448,Osmose,6/27/2007 0:00:00,N/A,N/A,N/A,Active,1,4000,Good Condition,24TH ST,24585,DDOT,Posttop,,2326,,Not Metered,YES,11/8/2017 0:00:00,11/8/2017 0:00:00,11/8/2017 0:00:00,7/5/2016 Correct asset location.,King Luminaire,LED-Light Emitting Diode,1,N/A,NO,DDOT,N/A,Black,Cast Iron,16 ft,Upright,Underground,Opposite,NW,Not Controlled,Minor Arterial,None,24585,L ST,8497,N/A,NO,2,100,N/A,250H to 100L.,N/A,b101025692e701d31f2e12533aaff19a,-77.051097970000001,38.903804430000001,,,,,,West End,West End,38.905099999999997,-77.050700000000006,0.080900000000000,13266,163906.759799999999814
38833,1,12686451,Osmose,6/17/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,I ST,23313,,Posttop,,815,,Not Metered,NO,,,,7/13/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Minor Arterial,None,23313,16TH ST,11213,N/A,NO,2,400,400,N/A,N/A,458634f3ff2ff0b26e997d9ea199a991,-77.036454879999994,38.900873189999999,,,,,,McPherson Square / Franklin Park,McPherson Square / Franklin Park,38.902600000000000,-77.031999999999996,0.232700000000000,31485,135322.455699999991339
38834,1,12686452,Osmose,6/6/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,15TH ST,22593,,Posttop,,1525,,Not Metered,NO,,7/31/2017 0:00:00,,7/13/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,Black,Cast Iron,20 ft,TW20,Underground,Opposite,NW,Not Controlled,Principal Arterial,None,22593,H ST,10828,N/A,NO,2,400,400,N/A,N/A,9729e5c2f09b86e1d76821490a3233c8,-77.035659060000000,38.900134749999999,,,,,,McPherson Square / Franklin Park,McPherson Square / Franklin Park,38.902600000000000,-77.031999999999996,0.232700000000000,31485,135322.455699999991339
38838,1,12686456,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,G ST,22977,,Posttop,,701,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,Front,NW,Not Controlled,Collector,None,22977,8TH ST,6751,N/A,NO,2,250,N/A,N/A,N/A,6c7b9be9b6cfe7f6594974d464e9306c,-77.022885360000004,38.898777690000003,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
38839,1,12686457,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,PENNSYLVANIA AVE,23026,,Posttop,,300,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,Block,NW,Not Controlled,Minor Arterial,None,23026,9TH ST,6014,N/A,NO,2,250,N/A,N/A,N/A,4dbe4f7170bd8897e80c0bab6f4e5a2d,-77.024071269999993,38.894426410000001,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
38840,1,12686458,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,23023,,Posttop,,0,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,SW Corner,NW,Not Controlled,Minor Arterial,None,23023,9TH ST,6014,N/A,NO,2,250,N/A,N/A,N/A,4dbe4f7170bd8897e80c0bab6f4e5a2d,-77.024071359999994,38.894687660000002,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
38841,1,12686459,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,23019,,Posttop,,401,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,Opposite,NW,Not Controlled,Minor Arterial,None,23019,9TH ST,6812,N/A,NO,2,250,N/A,N/A,N/A,7ca2d5ab764d089fb592cda11165f154,-77.024071480000003,38.895020969999997,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
38842,1,12686460,Osmose,7/24/2007 0:00:00,6,N/A,Decorated Wrap,Active,1,N/A,Good Condition,F ST,22850,,Teardrop,,0,,Not Metered,NO,,,,7/15/2016 Correct asset location.,Spring City,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Black,Steel,30 ft,PP,Underground,NE Corner,NW,Not Controlled,Principal Arterial,None,22850,14TH ST,5749,Non-Breakaway,YES,2,250,N/A,N/A,N/A,9d926a7b636b59f0d6b72eaed5eef74f,-77.031818990000005,38.897514430000001,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
38870,1,12686488,Osmose,6/14/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,13TH ST,22920,,Posttop,,1225,,Not Metered,NO,,,,7/20/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Opposite,NW,Not Controlled,Minor Arterial,None,22920,NEW YORK AVE,2790,N/A,NO,2,250,250,N/A,N/A,e73f86ecad7913c11266016966b6be48,-77.029088020000003,38.900253679999999,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
38871,1,12686489,Osmose,6/15/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,14TH ST,23151,,Posttop,,1301,,Not Metered,NO,,,,7/20/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Principal Arterial,None,23151,CONSTITUTION AVE,8128,N/A,NO,2,250,250,N/A,N/A,31a0e2e57ded4ce0128b9cfde446c662,-77.029903160000003,38.892218020000001,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
38884,1,12686504,Osmose,6/5/2007 0:00:00,6,N/A,Simple Pendant,Active,1,N/A,Need Inspection in 2 years,K ST,22408,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SE Corner,NW,Not Controlled,Principal Arterial,None,22408,7TH ST,8098,Non-Breakaway,NO,2,400,N/A,N/A,N/A,5aac8954155e7e355a0b7736cdd5dad5,-77.022010390000005,38.902525339999997,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
38885,1,12686505,Osmose,6/15/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,15TH ST,23080,,Posttop,,0,,Not Metered,NO,,,,7/15/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,NW Corner,NW,Not Controlled,Local,None,23080,PENNSYLVANIA AVE,859,N/A,NO,2,400,400,N/A,N/A,2fc43d82766d5918da331bf3e59cf5bc,-77.033871590000004,38.898883120000001,,,,,,McPherson Square / Franklin Park,McPherson Square / Franklin Park,38.902600000000000,-77.031999999999996,0.232700000000000,31485,135322.455699999991339
38916,1,12686536,Osmose,7/6/2007 0:00:00,8,N/A,Regular Alley,Active,2,N/A,,6TH ST,61035,,Cobrahead Cutoff,,625,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,61035,D ST,6220,None,NO,2,250,N/A,N/A,N/A,1f2e1b905a4d31401a9e4cdb2b6fa147,-77.020947629999995,38.895282809999998,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
38917,1,12686537,Osmose,7/6/2007 0:00:00,6,N/A,Regular Alley,Active,2,N/A,,5TH ST,61055,,Cobrahead Cutoff,,471,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Rear,NW,Not Controlled,Local,None,61055,H ST,2303,None,NO,6,100,N/A,N/A,N/A,becf3ccf349a9b4258e04549bcd1faad,-77.017951749999995,38.900264940000000,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
39428,1,12687048,SEVERN,6/3/2008 0:00:00,6,N/A,Simple Pendant,Active,1,N/A,,F ST,29646,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SE Corner,NW,Not Controlled,Minor Arterial,None,29646,19TH ST,4139,Non-Breakaway,YES,2,400,N/A,N/A,N/A,591e4ec7da8b32e1eebefb1494af3c05,-77.043392740000002,38.897258469999997,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39445,1,12687065,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,I ST,23033,,Posttop,,815,,Not Metered,NO,,,,7/15/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,Front,NW,Not Controlled,Principal Arterial,None,23033,15TH ST,13047,N/A,NO,2,150,N/A,N/A,N/A,e1b9e95cdb3c8f9e1e461704073b765a,-77.033561259999999,38.900847040000002,,,,,,McPherson Square / Franklin Park,McPherson Square / Franklin Park,38.902600000000000,-77.031999999999996,0.232700000000000,31485,135322.455699999991339
39446,1,12687066,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,14TH ST,22928,,Posttop,,1400,,Not Metered,NO,,,,7/18/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Minor Arterial,None,22928,NEW YORK AVE,732,N/A,NO,2,400,400,N/A,N/A,d7960ecf997b9026a1e6531bd78daf59,-77.032488319999999,38.899072689999997,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
39447,1,12687067,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,3000,Good Condition,D ST,2A156,DDOT,Posttop,,350,,Not Metered,YES,3/5/2019 0:00:00,3/5/2019 0:00:00,3/5/2017 0:00:00,7/15/2016 Correct asset location.,King Luminaire,LED-Light Emitting Diode,2,N/A,NO,DDOT,N/A,Black,Cast Iron,20 ft,TW20,Underground,Front,NW,Not Controlled,Principal Arterial,LED Built in,2A156,14TH ST,14102,N/A,NO,2,100,100,"400H to 100L. PP 22871 replaced by TW20, relocated",N/A,c1a24bc79c313ccfa864a6f076214dcd,-77.032082349999996,38.893550679999997,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
39448,1,12687068,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,PENNSYLVANIA AVE,23302,,Posttop,,1350,,Not Metered,NO,,,,7/15/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Block,NW,Not Controlled,Local,None,23302,13 1/2 ST,6425,N/A,NO,2,400,400,N/A,N/A,c0956662799e5acef2f3888591af8b34,-77.030619020000003,38.894992410000000,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
39449,1,12687069,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,G ST,22795,,Posttop,,700,,Not Metered,NO,,,,7/20/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,14 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,22795,12TH ST,2509,N/A,NO,2,400,N/A,N/A,N/A,79ab87df4d60a402eea66caa07b13004,-77.028176750000000,38.898875629999999,,,,,,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
39504,1,12687124,Osmose,6/15/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,27668,,Posttop,,0,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,NE Corner,NW,Not Controlled,Minor Arterial,None,27668,VIRGINIA AVE,2502,N/A,NO,2,250,250,N/A,N/A,e3f6f34125a610faceba9779472fb7d4,-77.047126700000007,38.895689570000002,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39505,1,12687125,Osmose,6/19/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,D ST,28136,,Posttop,,0,,Not Metered,NO,,,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,NW Corner,NW,Not Controlled,Minor Arterial,None,28136,18TH ST,9908,N/A,NO,2,400,N/A,N/A,N/A,9b59d8236aeafbeed4d95d2d0e83c720,-77.041834840000007,38.894439419999998,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39506,1,12687126,Osmose,6/16/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,20TH ST,27915,,Posttop,,0,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,NW Corner,NW,Not Controlled,Collector,None,27915,F ST,7474,N/A,NO,2,250,N/A,N/A,N/A,f456c9d656d5052cc078c1598a077dcf,-77.045098949999996,38.897419970000001,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39508,1,12687128,Osmose,6/20/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,F ST,28275,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,SE Corner,NW,Not Controlled,Collector,None,28275,21ST ST,829,Non-Breakaway,YES,2,400,N/A,N/A,N/A,ecf5e6a5f027c2c3e433bb4f29ac406c,-77.046597460000001,38.897266240000000,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39528,1,12687148,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,3000,Good Condition,CONSTITUTION AVE,2A150,DDOT,Posttop,,200,,Not Metered,YES,3/5/2019 0:00:00,3/5/2019 0:00:00,3/5/2017 0:00:00,7/15/2016 Correct asset location.,King Luminaire,LED-Light Emitting Diode,2,N/A,NO,DDOT,N/A,Black,Cast Iron,20 ft,TW20,Underground,Block,NW,Not Controlled,Principal Arterial,LED Built in,2A150,14TH ST,14102,N/A,NO,2,100,100,"400H to 100L. PP 22868 Replaced by TW20, relocated",N/A,c1a24bc79c313ccfa864a6f076214dcd,-77.032093459999999,38.892631819999998,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
39570,1,12687190,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,PENNSYLVANIA AVE,23252,,Posttop,,200,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,MV-Mercury Vapor,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Block,NW,Not Controlled,Principal Arterial,None,23252,9TH ST,10963,N/A,NO,2,400,400,N/A,N/A,4f4eaed5b31c44b34a44b84354bc0878,-77.024093899999997,38.893156230000002,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
39571,1,12687191,Osmose,7/23/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,,M ST,23808,,Cobrahead Cutoff,,0,,Not Metered,NO,,9/18/2018 0:00:00,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,YES,DDOT,N/A,Black,Steel,30 ft,PP,Underground,NE Corner,NW,Not Controlled,Minor Arterial,None,23808,19TH ST,1656,Non-Breakaway,YES,2,400,N/A,N/A,N/A,cff637219b5ca0a20f1adc367d9dffe2,-77.043386409999997,38.905798400000002,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
39572,1,12687192,Osmose,7/23/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,21ST ST,24598,,Posttop,,2055,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Minor Arterial,None,24598,L ST,12718,N/A,NO,2,150,N/A,N/A,N/A,63a7a99adeafaea2ea74fdbfd9226d15,-77.046371170000000,38.903815410000000,,,,,,Farragut Square / 19th Street,Farragut Square / 19th Street,38.902900000000002,-77.041799999999995,0.268500000000000,33429,124508.526199999992969
39576,1,12687196,Osmose,7/6/2007 0:00:00,3,N/A,Regular Alley,Active,2,N/A,,H ST,61049,,Cobrahead Semi Cutoff,,810,,Not Metered,NO,,,,7/22/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,,Steel,28 ft,5A,Underground,Side,NW,Not Controlled,Local,None,61049,5TH ST,1370,None,NO,2,150,N/A,N/A,N/A,50a96af01154a1640602fcd0622149fc,-77.019242890000001,38.900183650000002,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
39631,1,12687251,Osmose,7/24/2007 0:00:00,N/A,N/A,N/A,Active,1,4000,,DUPONT CIR,27402,,Posttop,,1350,,Not Metered,YES,8/5/2015 0:00:00,,8/5/2015 0:00:00,7/8/2016 Correct asset location.,King Luminaire,LED-Light Emitting Diode,1,N/A,NO,DDOT,N/A,,Steel,14 ft,Upright,Underground,Opposite,NW,Not Controlled,Principal Arterial,None,27402,CONNECTICUT AVE,164,N/A,NO,2,120,N/A,100H to 120L.,N/A,b6a08a780f4b505908d226902b6147c6,-77.042938460000002,38.908600159999999,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
39833,1,12687455,Osmose,6/20/2008 0:00:00,8,N/A,Decorated Wrap,Active,1,N/A,Good Condition,H ST,68300,,Teardrop,,0,,Not Metered,YES,7/28/2011 0:00:00,7/28/2011 0:00:00,,7/22/2016 Correct asset location.,Spring City,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Black,Steel,30 ft,PP,Underground,NE Corner,NW,Not Controlled,Collector,None,68300,5TH ST,1370,Non-Breakaway,YES,6,400,N/A,Pole 60077 replaced.,N/A,e88931b1f45dfdd39bd7f457bbd2c700,-77.018839340000000,38.899940489999999,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
39865,1,12687488,Osmose,6/22/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,P ST,24423,,Posttop,,0,,Not Metered,NO,,7/31/2017 0:00:00,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,Black,Cast Iron,18 ft,Upright,Underground,Center Island,NW,Not Controlled,Principal Arterial,None,24423,DUPONT CIR,2616,N/A,YES,2,250,N/A,N/A,N/A,08a5d12ab4da271f6add031a8a601097,-77.042823830000003,38.909708230000000,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
39866,1,12687489,Osmose,6/21/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,O ST,24372,,Posttop,,1320,,Not Metered,NO,,,,9/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Collector,None,24372,21ST ST,12227,N/A,NO,2,250,N/A,N/A,N/A,7fa0ec9fc9159c7ecc1ceb49afb9b0be,-77.046708310000000,38.908103250000003,,,,,,Dupont Circle,Dupont Circle,38.908700000000003,-77.044600000000003,0.192300000000000,28687,149193.469699999986915
39867,1,12687490,Osmose,6/12/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,M ST,25457,,Posttop,,1206,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,2,N/A,NO,DDOT,N/A,,Cast Iron,20 ft,TW20,Underground,Opposite,NW,Not Controlled,Minor Arterial,None,25457,9TH ST,1383,N/A,NO,2,150,150,N/A,N/A,6b81818a2da37c23315dc77fbb7695e9,-77.023856140000007,38.906029230000001,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
39868,1,12687491,Osmose,6/12/2007 0:00:00,8,N/A,Simple Pendant,Active,1,N/A,Good Condition,L ST,25448,,Cobrahead Cutoff,,0,,Not Metered,NO,,,,7/21/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,1,NO,DDOT,N/A,Gray,Steel,30 ft,PP,Underground,NE Corner,NW,Not Controlled,Minor Arterial,None,25448,9TH ST,1255,Non-Breakaway,YES,2,400,N/A,N/A,N/A,2b035c08b078f617f4e66da1ea5d878d,-77.023855569999995,38.904344660000000,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
39871,1,12687494,Osmose,6/15/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,18TH ST,27806,,Posttop,,1700,,Not Metered,NO,,,,7/8/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Block,NW,Not Controlled,Local,None,27806,D ST,6482,N/A,NO,2,400,N/A,N/A,N/A,d46e98703038d02fdd6f64a91c83a758,-77.040901109999993,38.894394710000000,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39872,1,12687495,Osmose,6/16/2007 0:00:00,N/A,N/A,N/A,Active,1,N/A,,21ST ST,27920,,Posttop,,2020,,Not Metered,NO,,,,7/5/2016 Correct asset location.,General Electric,HPS-High Pressure Sodium,1,N/A,NO,DDOT,N/A,,Cast Iron,16 ft,Upright,Underground,Front,NW,Not Controlled,Collector,None,27920,F ST,7474,N/A,NO,2,250,N/A,N/A,N/A,f456c9d656d5052cc078c1598a077dcf,-77.045998040000001,38.897302519999997,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
39883,1,12687506,SEVERN,6/3/2008 0:00:00,6,N/A,Simple Pendant,Active,1,4000,Good Condition,C ST,29645,,Standard LED,,0,,Not Metered,YES,5/12/2015 0:00:00,5/12/2015 0:00:00,5/12/2015 0:00:00,7/22/2016 Correct asset location.,Philips,LED-Light Emitting Diode,1,1,NO,DDOT,N/A,Black,Steel,30 ft,PP,Underground,SW Corner,NW,Not Controlled,Minor Arterial,None,29645,6TH ST,6377,Non-Breakaway,YES,2,110,N/A,400H to 110L.,N/A,5ee23ed59f07fea70c021bffd911b087,-77.020036480000002,38.893562369999998,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
