lot_id,lot_polygon,lot_geometry,lot_centroid,lot_sqft,BLOCKID10,num_spaces,num_handicap_spaces,has_ev_charging,format,type,category,rate_card,open_hours,operator,weekday_averages,weekend_averages
87163,owmlFbmguMKSeB@lAcC\v@\@\Z?|@u@@????,"POLYGON((-77.04801 38.90541, -77.0477 38.90541, -77.04756 38.90556, -77.04755 38.90571, -77.04727 38.90586, -77.04793 38.90625, -77.04792 38.90574, -77.04802 38.90568, -77.04801 38.90541))",POINT(-77.0477304710296 38.9057980900067),34255,110010055003007,138,1,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $11, Daily Max: $20, Early Bird (In By 10am): $12, Evening (In After 5pm): $8, Monthly: $260-$520","Mon-Thu: 4:30am-10pm, Fri: 4:30am-12am, Sat: 7am-12am, Sun: 7am-10pm",Parking America,"72,74,74,74,74,74,74,74,73,71,69,68,67,66,67,63,64,67,71,69,70,71,72,73","71,74,74,73,73,73,73,73,70,67,64,60,59,59,59,56,58,62,66,64,65,67,68,69"
113007,}ellFr`fuM?HV?@TY??zAw@??MI?KLI??cAFI@MI??c@~@??BV?,"POLYGON((-77.0409 38.89787, -77.04088 38.89787, -77.04088 38.89819, -77.04106 38.89819, -77.04106 38.89814, -77.04113 38.89815, -77.04118 38.89819, -77.04152 38.89819, -77.04152 38.89814, -77.04145 38.89808, -77.04145 38.89803, -77.04152 38.89803, -77.04152 38.89775, -77.04106 38.89775, -77.04106 38.89762, -77.04095 38.89763, -77.04095 38.89775, -77.0409 38.89775, -77.0409 38.89787))",POINT(-77.0411771 38.8979408),29333,110010108002003,118,0,false,Subterranean,Non-restricted,Public Parking,"30 Min: $8, 1 Hour: $13, Daily Max: $24, Event: $25, Monthly: $310.95, Event Rates Supersede Other Rates",Mon-Fri: 6am-7pm,Colonial Parking,"87,86,87,88,88,88,88,88,87,84,81,80,77,77,77,74,75,77,80,80,82,85,87,88","87,88,88,88,88,88,87,87,84,80,75,73,70,70,70,69,70,74,77,77,80,82,83,85"
80118,wsmlFvbfuMMa@n@[Nh@KF?VN?Aj@s@??w@,"POLYGON((-77.04152 38.90508, -77.04152 38.90482, -77.0413 38.90481, -77.0413 38.90489, -77.04118 38.90489, -77.04114 38.90483, -77.04093 38.90491, -77.04107 38.90515, -77.04124 38.90508, -77.04152 38.90508))",POINT(-77.0412417 38.9049627),13769,110010107001002,55,1,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 9am): $14, Evening (In After 5pm): $14, Sat-Sun: $14, Monthly: $154.98-$563",Mon-Fri: 7am-3pm,Colonial Parking,"30,33,33,34,35,35,35,34,34,34,32,31,28,28,28,27,27,29,30,29,29,30,31,31","30,34,34,33,34,34,34,34,33,31,30,27,24,24,24,24,24,27,28,27,27,28,29,29"
80218,_rllFdeauM@_CfAJ?nBiAB,"POLYGON((-77.01601 38.89931, -77.01545 38.89931, -77.01539 38.89967, -77.01603 38.89968, -77.01601 38.89931))",POINT(-77.0157091 38.8994944),22694,110010059001008,91,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, 2 Hours: $14, Daily Max: $20, Early Bird (In Between 6:30am-8:30am): $14, Monthly: $265.50-530, Tax Included",Mon-Fri: 7am-9pm,PMI,"68,64,64,65,65,65,66,64,65,65,63,63,61,61,61,59,59,61,62,61,64,64,67,65","71,66,66,65,65,65,65,66,66,65,65,61,59,59,59,59,61,64,64,64,67,68,68,68"
87196,s_mlFtkduM?{@jA??fBaA??k@I?,"POLYGON((-77.03243 38.90181, -77.03265 38.90181, -77.03265 38.90148, -77.03213 38.90148, -77.03213 38.90186, -77.03243 38.90186, -77.03243 38.90181))",POINT(-77.0323793 38.9016418),19327,110010101001015,159,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $11, 24 Hours: $18, Early Bird (In By 8:30am): $14, Monthly: $285-$570, Tax Included",Mon-Fri: 7am-7pm,Impark,"111,109,109,110,110,111,110,110,109,111,109,105,101,101,101,100,100,103,102,101,107,108,110,114","113,112,112,110,110,110,110,109,107,107,103,98,93,92,92,93,94,98,97,97,102,105,105,107"
187969,a}llF|scuMUX?Jw@??}APS^AX^@l@????,"POLYGON((-77.0284 38.90146, -77.02824 38.90159, -77.02825 38.90175, -77.02835 38.90184, -77.02882 38.90184, -77.02882 38.90156, -77.02876 38.90156, -77.02863 38.90145, -77.0284 38.90146))",POINT(-77.028537269981 38.9016612351113),20000,110010101001013,80,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $10, Daily Max: $20, Early Bird (In By 9am / Out By 7pm): $14, Monthly: $285, Tax Included",Mon-Fri: 7am-7pm,SP Plus,"51,52,52,52,52,53,52,52,52,53,50,49,48,48,48,46,46,47,49,49,50,51,52,52","52,54,53,53,53,53,53,53,52,52,48,46,44,44,44,44,44,46,48,48,49,49,50,51"
192379,oonlFfgguMd@??NJF?FGP?`Ai@@?uB??,"POLYGON((-77.04767 38.90952, -77.04766 38.90931, -77.04733 38.90931, -77.04724 38.90927, -77.0472 38.90927, -77.04716 38.90933, -77.04708 38.90933, -77.04708 38.90952, -77.04767 38.90952))",POINT(-77.0473648 38.9094069),12950,110010055004000,52,0,false,Subterranean,Restricted,Hotel,"Daily Max: $39, Weekly: $280",Mon-Sun: 24 Hours,Marriott,"31,32,32,31,31,31,31,31,31,30,29,28,27,27,27,25,25,28,29,29,30,31,32,32","31,31,31,30,30,30,30,30,30,28,26,24,23,23,23,22,23,26,27,27,28,28,29,30"
80123,{tmlF~eduMTgAZPKf@Z??v@q@?Oi@,"POLYGON((-77.03173 38.90518, -77.03173 38.90493, -77.03145 38.90493, -77.03145 38.90507, -77.03125 38.90501, -77.03116 38.90515, -77.03152 38.90526, -77.03173 38.90518))",POINT(-77.0315422 38.9051348),12884,110010101001006,52,0,false,Subterranean,Valet Only,Hotel,"Daily Max: $10-$25, Tax Not Included: 18.0%",Mon-Sun: 24 Hours,Donovan House,"29,30,31,30,31,31,31,31,31,32,31,30,28,28,28,27,26,28,29,28,29,30,30,30","30,31,31,31,31,31,31,31,31,31,29,27,25,25,25,25,25,26,28,27,28,29,29,28"
53863,shmlFxuduMjB??z@mB?@{@,"POLYGON((-77.03435 38.90331, -77.03435 38.90276, -77.03405 38.90276, -77.03405 38.9033, -77.03435 38.90331))",POINT(-77.0341983 38.903023),16934,110010101002004,140,1,true,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $19, Evening (In After 3pm): $8, Monthly: $67-$536",Mon-Fri: 7am-7pm,Colonial Parking,"101,91,92,92,93,92,92,92,92,97,95,90,89,88,89,86,87,91,94,94,98,100,102,103","102,93,93,91,91,91,92,90,91,92,88,83,79,79,79,79,82,86,89,90,93,95,97,99"
228418,eumlFlnguMI??MH??L??,"POLYGON((-77.04816 38.90531, -77.04816 38.90536, -77.04823 38.90536, -77.04823 38.90531, -77.04816 38.90531))",POINT(-77.0481998 38.9053383),362,110010055003007,11,0,false,Surface,Valet Only,Hotel,"Daily Max: $49, Tax Included",Mon-Sun: 24 Hours,Hyatt,"5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5","5,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5"
205642,sjmlFrghuM?cCbA?m@jCUG,"POLYGON((-77.0523 38.90351, -77.0516 38.90328, -77.0516 38.90362, -77.05226 38.90362, -77.0523 38.90351))",POINT(-77.0518847563855 38.9034964906632),16084,110010055002012,106,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Max (Out By 7pm): $20, Monthly: $248-$496",Mon-Fri: 7am-7pm,Impark,"67,67,66,66,67,67,67,67,66,66,64,61,60,60,60,57,58,61,64,62,64,65,67,68","66,66,65,64,65,66,66,65,63,61,58,54,52,52,52,50,53,57,60,58,60,61,63,64"
80135,cymlFd{guM?zDiCA?wDhCA,"POLYGON((-77.05028 38.90663, -77.0512 38.90663, -77.05121 38.90594, -77.05027 38.90594, -77.05028 38.90663))",POINT(-77.05074 38.9062837634409),66458,110010055003003,267,0,true,Subterranean,Valet Only,Hotel,"1 Hour: $11, Daily Max: $17, Early Bird (In By 10am / Out By 7pm): $13, Monthly: $230-$400",Mon-Fri: 24 Hours,SP Plus,"146,145,145,145,145,145,145,144,142,135,134,132,129,129,129,124,122,130,136,137,142,145,147,148","150,150,147,144,147,147,146,145,142,130,126,120,116,116,116,114,116,127,130,135,140,143,145,145"
80210,uumlFd{guM?p@aB??q@`B?,"POLYGON((-77.05027 38.90588, -77.05052 38.90588, -77.05052 38.90539, -77.05027 38.90539, -77.05027 38.90588))",POINT(-77.050395 38.905635),12687,110010055003003,51,0,false,Subterranean,Valet Only,Hospital,Max (With Validation): Free,Mon-Sun: 7am-7pm,System Parking,"32,30,30,30,31,31,31,31,31,31,29,29,28,28,28,27,27,29,30,29,30,30,31,32","32,31,31,31,31,31,31,31,30,30,28,26,26,26,26,25,26,28,29,28,29,29,30,31"
112993,mdllFr_cuM?~Aq@@?aBp@?,"POLYGON((-77.02538 38.89776, -77.02587 38.89776, -77.02586 38.89751, -77.02538 38.89751, -77.02538 38.89776))",POINT(-77.0256228 38.8976249),12559,110010058001017,51,0,true,Subterranean,Non-restricted,Public Parking,"1 Hour: $10, 2 Hours: $14, Daily Max: $18, Early Bird (In By 8am): $14, Sat-Sun: $10, Monthly: $300",Mon-Fri: 7am-7pm,Atlantic Parking,"28,30,30,30,30,30,30,30,30,31,30,28,27,27,27,26,25,27,27,26,27,27,27,28","27,30,30,30,30,30,30,30,29,30,28,26,24,24,24,24,24,26,26,25,25,26,26,26"
80148,qjmlF~lduM?{@P]j@A?lAS@AJg@?,"POLYGON((-77.03264 38.90341, -77.03258 38.9034, -77.03257 38.9033, -77.03218 38.9033, -77.03219 38.90352, -77.03234 38.90361, -77.03264 38.90361, -77.03264 38.90341))",POINT(-77.0324088 38.903454),13159,110010101001008,53,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 9am): $12, Monthly: $270-$540",Mon-Fri: 7am-3pm,Colonial Parking,"38,35,35,35,36,36,35,36,35,35,35,33,32,32,32,31,32,33,36,35,37,38,38,39","38,36,36,35,35,35,35,35,34,34,32,30,29,29,29,29,30,31,33,33,35,36,36,37"
115105,w~mlFxnfuM}@??_B|@A?`B????,"POLYGON((-77.04268 38.90684, -77.04269 38.90715, -77.04317 38.90715, -77.04317 38.90684, -77.04268 38.90684))",POINT(-77.0429247 38.9069887),15571,110010107002010,82,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 8am): $12, Monthly: $273.95-$547.90",Mon-Fri: 7am-7pm,Colonial Parking,"50,50,50,50,51,51,51,51,50,48,46,45,43,43,43,41,42,45,47,46,48,49,50,51","50,50,50,50,50,50,50,50,48,45,42,39,36,36,36,36,37,41,44,43,44,46,47,47"
80122,momlFvffuMhAATZAfBa@@?KG??[F??SQUg@?Aq@,"POLYGON((-77.04213 38.90438, -77.04213 38.90418, -77.04224 38.90409, -77.04234 38.90409, -77.04234 38.90413, -77.04248 38.90413, -77.04248 38.90409, -77.04254 38.90409, -77.04253 38.90392, -77.04201 38.90391, -77.04187 38.90402, -77.04188 38.90439, -77.04213 38.90438))",POINT(-77.0420834 38.9040527),20175,110010107001015,174,1,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 9am): $13.95, Evening (In After 4pm): $9, Monthly: $276-$552, Tax Included",Mon-Fri: 7am-6pm,Colonial Parking,"105,108,108,109,111,113,113,112,111,108,106,103,100,100,100,95,97,101,104,102,103,106,107,107","107,112,112,111,112,114,114,113,111,105,102,97,93,93,93,91,92,97,100,99,100,103,103,103"
87191,}hmlFrtduMQIc@@@oAfAb@Sr@??,"POLYGON((-77.0336 38.90325, -77.03342 38.90361, -77.03382 38.90362, -77.03381 38.90344, -77.03386 38.90335, -77.0336 38.90325))",POINT(-77.033654921466 38.9034638251626),10880,110010101002004,44,0,false,Subterranean,Non-restricted,Public Parking,,Mon-Fri: 7am-7pm,SP Plus,"33,30,30,30,30,30,30,31,30,31,30,29,28,28,28,27,28,29,30,30,31,32,32,33","34,31,31,30,30,30,30,30,30,30,29,27,26,26,26,26,26,29,29,29,30,31,32,32"
115712,enmlF`mduMJm@Bm@n@??fC_Ak@,"POLYGON((-77.03287 38.90387, -77.03219 38.90387, -77.03219 38.90411, -77.03242 38.90413, -77.03265 38.90419, -77.03287 38.90387))",POINT(-77.032501 38.9039827),16509,110010101001007,66,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $11, Daily Max: $18, Early Bird (In By 9am): $11, Monthly: $260","Mon-Fri: 7am-7pm, No Overnight Parking",SP Plus,"45,43,43,43,43,43,43,43,43,43,41,40,39,38,39,37,37,39,41,41,43,44,45,46","46,44,44,43,43,43,43,43,43,42,40,36,35,35,35,34,36,38,39,39,41,43,43,44"
211925,m}mlFdxguMJM?KHK?OJK?MPW?WEE?Y\??xBhA?FHH??v@gDA?Y,"POLYGON((-77.04992 38.90663, -77.04993 38.90579, -77.04965 38.90579, -77.04965 38.90584, -77.0496 38.90588, -77.0496 38.90625, -77.04899 38.90625, -77.04899 38.9064, -77.04912 38.9064, -77.04915 38.90637, -77.04927 38.90637, -77.04939 38.90646, -77.04946 38.90646, -77.04952 38.90652, -77.0496 38.90652, -77.04966 38.90657, -77.04972 38.90657, -77.04979 38.90663, -77.04992 38.90663))",POINT(-77.0496842 38.9062745),38024,110010055003002,257,4,true,Subterranean,Non-restricted,Public Parking,"Daily Max: $17, Monthly: $255-$510, Tax Included","Mon-Sat: 6am-7pm, Sun: 7am-7pm",One Parking,"143,143,143,143,143,143,143,143,143,138,135,130,129,129,129,122,121,128,135,136,138,141,144,144","142,143,142,140,140,140,140,139,138,128,124,115,113,113,113,110,111,120,126,126,131,134,135,137"
80255,ylllFlubuMeB?@}BrBC?|BOB,"POLYGON((-77.02373 38.89877, -77.0231 38.89877, -77.02312 38.89935, -77.02375 38.89936, -77.02375 38.89885, -77.02373 38.89877))",POINT(-77.0234302306697 38.8990615366082),38691,110010058001014,156,1,true,Subterranean,Non-restricted,Public Parking,"1 Hour: $10, Daily Max: $18, 24 Hours: $36, Monthly: $200, Event: $17-$20",Mon-Fri: 6am-5:30pm,Colonial Parking,"103,101,102,102,103,103,102,102,100,101,99,97,93,92,93,90,90,93,94,93,95,98,100,103","101,103,103,101,101,101,101,101,97,95,92,87,83,83,83,83,84,88,90,88,91,94,96,99"
80134,g~mlF|ufuMr@A?pAsA??s@L??KP??O,"POLYGON((-77.04439 38.90676, -77.04439 38.90685, -77.04445 38.90685, -77.04445 38.90692, -77.04471 38.90692, -77.04471 38.9065, -77.0443 38.9065, -77.04431 38.90676, -77.04439 38.90676))",POINT(-77.0445241934778 38.9066931954476),15773,110010107002009,63,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $11, Daily Max: $20, Early Bird (In By 10am): $12, Monthly: $265",Mon-Fri: 7am-7pm,Colonial Parking,"39,40,39,40,40,40,40,40,41,40,39,37,36,36,36,35,35,36,37,37,38,39,40,40","40,41,40,40,40,40,40,40,40,38,37,34,33,33,33,32,33,34,35,35,36,38,38,38"
53943,o{llFz~euMdAA?v@SXq@@?qA,"POLYGON((-77.04103 38.9012, -77.04102 38.90095, -77.04089 38.90085, -77.04061 38.90085, -77.04062 38.9012, -77.04103 38.9012))",POINT(-77.0408117948718 38.9010318376068),14138,110010107001030,57,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, 24 Hours: $20, Monthly: $275-$530",Mon-Fri: 7am-7pm,PMI,"34,36,37,37,37,38,38,38,37,36,35,34,32,32,32,30,30,32,33,32,33,34,34,35","34,38,38,38,38,38,38,38,37,34,33,31,29,29,29,29,29,31,31,31,32,32,33,33"
80149,evllFnnduMkA??q@N??]O??cAjA??rC??,"POLYGON((-77.03214 38.90035, -77.03214 38.90073, -77.03248 38.90073, -77.03248 38.90065, -77.03263 38.90065, -77.03263 38.90073, -77.03288 38.90073, -77.03288 38.90035, -77.03214 38.90035))",POINT(-77.0325079 38.9005077),27882,110010101001029,112,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $14, 2 Hours: $18, 24 Hours: $24, Evening (In After 5pm): $13, Monthly: $303-$606",Mon-Sat: 7am-10pm,PMI,"82,83,83,83,85,84,84,83,83,85,81,79,77,77,77,75,75,77,77,77,80,82,81,84","83,85,85,83,84,84,84,83,81,82,78,74,71,70,70,70,71,74,73,74,77,78,79,79"
52554,s_mlFzneuM^??Sn@A?jAoA??u@,"POLYGON((-77.03833 38.90186, -77.03833 38.90146, -77.03795 38.90146, -77.03796 38.9017, -77.03806 38.9017, -77.03806 38.90186, -77.03833 38.90186))",POINT(-77.0381289 38.9016267),13796,110010107001023,55,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Monthly: $305-$580",Mon-Sun: 24 Hours,SP Plus,"34,36,36,36,36,36,36,36,36,37,35,34,33,33,33,31,31,33,33,33,33,33,34,34","35,38,37,37,37,37,37,37,37,36,34,33,30,30,30,30,30,31,32,32,33,33,33,34"
113157,k~klFdgduMK??MJ??L??,"POLYGON((-77.03164 38.89654, -77.03164 38.8966, -77.03171 38.8966, -77.03171 38.89654, -77.03164 38.89654))",POINT(-77.0316724 38.8965696),435,110010058001035,11,0,false,Surface - Covered,Valet Only,Hotel,"Daily Max: $63, Oversize: $73, Tax Not Included: 18.0%",Mon-Sun: 24 Hours,Marriott,"6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6","6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"
53870,enmlF`uduM?uA~@?AtA}@???,"POLYGON((-77.03393 38.90388, -77.0335 38.90387, -77.0335 38.90419, -77.03393 38.90419, -77.03393 38.90388))",POINT(-77.0337138624339 38.9040324867725),14028,110010101002003,56,1,false,Subterranean,Non-restricted,Public Parking,"Daily Max: $17, Monthly: $245-$490",Mon-Fri: 7am-7pm,LAZ Parking,"39,36,37,36,37,37,37,37,37,37,37,36,34,34,34,33,34,35,36,36,37,38,39,39","40,37,37,37,37,37,37,37,37,36,35,32,31,31,31,31,32,34,34,35,36,37,37,39"
112997,i{llFfbfuM|AA?fA}AA?cA??,"POLYGON((-77.0415 38.90117, -77.04151 38.9007, -77.04115 38.9007, -77.04116 38.90117, -77.0415 38.90117))",POINT(-77.0413229 38.9009359),17038,110010107001030,69,1,false,Subterranean,Valet Only,Public Parking,"Daily Max: $21, 24 Hours: $25, Monthly: $310",Mon-Fri: 7am-7pm,LAZ Parking,"41,43,44,44,45,46,46,45,45,44,42,41,40,40,40,37,38,39,40,40,41,42,42,42","41,44,44,44,44,45,45,45,44,42,40,38,36,36,36,35,36,37,39,38,40,40,40,40"
87144,kfllF~kcuM~@?AjB}@@?mB,"POLYGON((-77.02791 38.89782, -77.0279 38.89751, -77.02736 38.8975, -77.02736 38.89782, -77.02791 38.89782))",POINT(-77.0276310525294 38.8976629760171),17779,110010058001032,271,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $15, Daily Max: $21, Sat-Sun: $12, Evening (In After 5pm): $12, Monthly: $300-$600, Event Rates Supersede Other Rates","Mon-Thu: 6am-11pm, Fri: 6am-12am, Sat: 10am-12am, Sun: 10am-6pm",One Parking,"166,173,173,175,175,175,174,174,172,172,168,164,161,161,161,156,154,160,160,161,164,166,165,169","165,177,176,174,175,173,174,171,168,163,159,152,148,148,147,145,146,153,152,154,157,158,157,158"
115177,kxllFxhfuMbAGBlBiA?@eB,"POLYGON((-77.04272 38.90071, -77.04272 38.90034, -77.04217 38.90036, -77.04221 38.9007, -77.04272 38.90071))",POINT(-77.0424585524568 38.9005251394422),19498,110010107001027,214,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 8:30am): $15",Mon-Fri: 7am-7pm,Penn Parking,"130,134,136,136,137,137,139,137,138,136,132,129,127,126,127,120,122,126,130,128,130,131,132,132","132,140,140,138,138,138,138,138,136,133,128,122,119,119,119,115,118,123,127,126,126,129,128,127"
112989,sfmlFhkcuMp@?AbCmB@?s@|@A?oA??,"POLYGON((-77.02765 38.90298, -77.02766 38.90329, -77.02792 38.90329, -77.02791 38.90274, -77.02725 38.90273, -77.02725 38.90298, -77.02765 38.90298))",POINT(-77.027696 38.9028785),25220,110010101001011,223,1,true,Subterranean,Valet Only,Public Parking,"1 Hour: $13, Daily Max: $21, Tax Included",Mon-Fri: 6:30am-7:30pm,Atlantic Parking,"142,144,144,144,146,147,147,146,144,145,140,137,131,131,131,128,127,132,138,135,137,139,142,143","142,149,148,145,146,146,146,146,141,139,132,125,120,119,119,118,120,125,131,130,133,134,137,138"
115389,gfllFr`duM?q@b@?DGR??x@}@?,"POLYGON((-77.03066 38.89749, -77.03037 38.89749, -77.03037 38.89759, -77.03041 38.89762, -77.03041 38.8978, -77.03066 38.8978, -77.03066 38.89749))",POINT(-77.0305184 38.8976282),8504,110010058001020,101,1,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $21, Early Bird (In By 9:30am): $15, Monthly: $309.95-$619.90",Mon-Fri: 5:30am-4pm,Colonial Parking,"64,65,65,65,66,66,66,65,64,65,64,64,63,63,63,62,62,65,65,64,64,63,63,65","64,66,66,65,65,65,65,64,62,62,61,59,59,59,59,58,58,62,62,61,61,60,59,61"
52541,kjllFjkcuM?lAiB??mAhB?,"POLYGON((-77.02726 38.89899, -77.02765 38.89899, -77.02765 38.89846, -77.02726 38.89846, -77.02726 38.89899))",POINT(-77.027455 38.898725),21409,110010058001011,86,0,false,Subterranean,Non-restricted,Public Parking,"30 Min: $6, 1 Hour: $12, Daily Max: $21, Early Bird (In By 9am): $13.95, Sat-Sun: $5, Monthly: $299.95-$602.95","Mon-Fri: 7am-8pm, Sat: 9am-1pm",Colonial Parking,"54,56,56,56,56,56,56,55,55,56,55,53,52,52,52,50,50,51,51,51,52,52,53,55","54,57,57,56,56,56,56,56,54,54,52,49,48,48,48,48,48,49,48,49,49,49,49,51"
87166,itmlFxafuMJ^?p@qA??e@dAk@,"POLYGON((-77.04131 38.90552, -77.0415 38.90552, -77.0415 38.90511, -77.04125 38.90511, -77.04109 38.90517, -77.04131 38.90552))",POINT(-77.041341451656 38.9052948651175),12925,110010107001002,164,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $19, Early Bird (In By 9am): $12.95, Evening (In After 5pm): $11, Monthly: $276-$540.95, Tax Included",Mon-Fri: 7am-6pm,Colonial Parking,"91,97,97,98,99,100,100,100,97,96,93,89,85,84,85,81,82,87,91,88,90,91,93,93","92,102,100,99,100,100,100,100,96,92,89,82,76,76,76,76,76,83,87,84,86,87,88,88"
87304,ysklFffbuMI??MH??L??,"POLYGON((-77.02125 38.89485, -77.02125 38.8949, -77.02132 38.8949, -77.02132 38.89485, -77.02125 38.89485))",POINT(-77.0212844 38.8948757),363,110010058002010,11,0,false,Surface,Valet Only,Public Parking,"Daily Max: $20, Max (With Validation): $10",Mon-Sat: 5:30pm-12am,U-Street Parking,"7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,6,7,7,7,7","7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7"
209058,adllFt{buMI??MH??L??,"POLYGON((-77.02468 38.89745, -77.02468 38.8975, -77.02475 38.8975, -77.02475 38.89745, -77.02468 38.89745))",POINT(-77.0247138 38.8974726),363,110010058001017,11,0,false,Surface,Valet Only,Public Parking,Daily Max: $20,Fri-Sat: 9pm-12am,U-Street Parking,"7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,6,6,7,7,7","7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7"
80269,czllF|{buMsCFa@eCrD?@|B,"POLYGON((-77.02416 38.90099, -77.02416 38.90189, -77.02483 38.90172, -77.02479 38.90098, -77.02416 38.90099))",POINT(-77.0244782 38.9013885),55391,110010058001005,144,6,false,Surface,Non-restricted,Public Parking,"1 Hour: $9, 2 Hours: $14, 10 Hours: $20, 24 Hours: $35, 12 Hours (Event): $25, Monthly: $283-$566, Event Rates Supersede Other Rates",Mon-Sun: 24 Hours,PMI,"90,87,87,88,88,88,88,87,87,88,86,84,82,82,82,79,79,82,85,84,86,88,89,92","90,88,87,86,86,86,86,86,85,84,81,78,76,76,76,74,74,78,80,80,81,83,84,86"
80106,ilmlFjzduM?`EsCA?}DrCA,"POLYGON((-77.03479 38.90463, -77.03574 38.90463, -77.03575 38.90389, -77.03478 38.90389, -77.03479 38.90463))",POINT(-77.035265 38.9042587152778),73575,110010101002002,562,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Evening (After 5pm): $12, Monthly: $275-$550","Mon-Thu: 5:30am-10pm, Fri-Sat: 5:30am-12am, Sun: 8am-7pm",One Parking,"365,365,367,368,374,381,380,380,379,372,356,339,328,328,328,313,317,331,338,325,334,341,351,369","369,383,381,372,378,389,387,384,379,359,337,310,295,295,295,289,299,319,325,315,323,332,339,360"
99464,k_mlFl|euMHK|@?AzBeA??oB??,"POLYGON((-77.04079 38.90182, -77.04079 38.90147, -77.04017 38.90146, -77.04017 38.90177, -77.04023 38.90182, -77.04079 38.90182))",POINT(-77.0404805245502 38.9016413845685),22641,110010107001018,91,0,false,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $20, Early Bird (In By 8:30am): $15, Monthly: $295-$590",Mon-Fri: 7am-10pm,C and C Parking,"52,55,55,56,57,57,57,57,55,55,51,48,46,46,46,44,44,49,50,50,51,51,52,53","52,57,57,56,57,57,57,57,54,51,48,43,40,40,40,40,41,46,48,48,49,49,50,50"
87161,smmlF|gguMe@??T]??_BjB??hDg@??_B,"POLYGON((-77.04767 38.9041, -77.04767 38.9039, -77.04682 38.9039, -77.04682 38.90444, -77.0473 38.90444, -77.0473 38.90429, -77.04719 38.90429, -77.04719 38.9041, -77.04767 38.9041))",POINT(-77.0470569 38.9041103),32345,110010107001006,130,1,true,Subterranean,Non-restricted,Public Parking,"1 Hour: $12, Daily Max: $22, Monthly: $300-$600, Tax Included",Mon-Fri: 7am-8pm,Colonial Parking,"79,75,76,76,78,78,78,78,76,74,72,71,70,69,70,67,66,70,73,74,75,78,80,80","81,79,78,78,78,79,79,78,76,70,67,65,63,62,62,61,62,67,71,72,73,76,78,78"
121396,usllFxhcuM}C?CaPbDAAbP,"POLYGON((-77.02411 38.89994, -77.02412 38.90076, -77.02685 38.90074, -77.02685 38.89995, -77.02411 38.89994))",POINT(-77.0254842 38.9003268),228041,110010058001005,1500,0,true,Subterranean,Non-restricted,Public Parking,"1 Hour: $10, 2 Hours: $14, Daily Max: $19, Overnight (In After 2am): $22, Sat-Sun (Out By 2am): $10, Early Bird (Mon-Fri; In Between 5am-9am / Out By 6pm): $14, Evening (Mon-Fri; In After 6pm / Out By 2am): $10, Monthly: $175-$285, Rates Reset At 2am",Mon-Sun: 24 Hours,U-Street Parking,"864,901,902,906,917,918,913,912,913,929,904,890,867,866,867,839,836,861,863,851,854,855,864,883","882,935,929,921,929,928,914,916,903,901,870,844,814,813,814,807,807,840,849,831,840,829,835,844"
